id,lat,lon,vehicle_type,completed_orders,shift_hours,current_load,rider_call_sign
3024,0.0,0.0,,1167,6.8,1,AQ-300
3025,12.969022,77.586027,bicycle,13,0.1,2,FW-509
3026,12.960479,77.596256,cycle,34,0.0,0,DD-265
3027,12.971959,77.60297,bicycle,3500,1.1,1,CU-138
3028,12.959122,77.59809,bike,53,10.2,0,HW-521
3029,12.977842,77.585021,CAR,403,10.1,1,HM-153
3030,12.970742,77.591466,bike,7,10.9,5,DA-828
3031,12.961089,77.596225,4-wheeler,34,6.4,1,
3032,12.957134,77.597743,Scooter,896,10.1,2,UF-142
3033,12.95822,77.608633,4-wheeler,104,5.9,0,UG-170
3034,12.981413,77.592426,scooter,9,7.9,1,NJ-775
3035,12.955308,77.588857,two_wheeler,1574,7.7,3,WP-973
3036,12.987905,77.599749,car,1917,2.5,0,
3037,12.954303,77.597992,CAR,173,1.1,2,FE-312
3038,12.98343,77.577437,e-scooter,23,10.3,4,AD-700
3039,12.962086,77.594672,e-scooter,204,1.9,2,EJ-499
3040,12.985513,77.579996,BIKE,663,5.3,5,KJ-631
3041,12.965688,77.586649,scooter,381,1.4,1,HH-434
3042,12.954189,77.582767,bicycle,3141,6.9,0,TG-483
3043,12.958174,77.605434,Bicycle,500,3.8,0,GN-395
3044,12.960044,77.575323,,459,2.1,0,QT-448
3045,12.978031,77.611225,car,48,2.4,0,DG-511
3046,12.980152,77.594401,4-wheeler,26,10.5,0,ST-930
3047,12.962751,77.577272,car,28,15.8,2,YP-543
3048,12.978735,77.601779,Scooter,1882,3.6,3,WW-312
3049,12.96482,77.587744,Scooter,295,1.3,0,QP-242
3050,12.979418,77.584502,cycle,499,2.3,0,ZU-530
3051,12.972299,77.603518,two_wheeler,30,2.2,2,GT-594
3052,12.955906,77.602657,Scooter,1455,6.7,0,EJ-920
3053,12.989794,77.580872,Scooter,21,2.1,0,
3054,12.955912,77.582087,bike,2689,1.9,3,VW-261
3055,0.0,0.0,cycle,40,1.0,0,DF-586
3056,12.984077,77.602744,bike,1638,1.8,1,FS-245
3057,12.986874,77.578,BIKE,3266,6.2,1,ZD-466
3058,12.971869,77.580783,scooter,1345,5.2,1,AM-356
3059,12.975961,77.603423,e-scooter,3669,4.9,2,
3060,12.985114,77.606279,bicycle,186,4.5,3,
3061,12.990076,77.587274,cycle,345,1.4,1,
3062,12.956308,77.592638,4-wheeler,2488,5.7,1,XQ-552
3063,12.953532,77.583351,bike,430,1.9,1,NX-272
3064,12.959318,77.611967,scooter,349,10.1,0,VU-340
3065,12.95963,77.579726,cycle,26,9.1,4,BK-246
3066,12.976192,77.582122,Scooter,342,8.0,2,DL-450
3067,12.990904,77.594943,BIKE,1522,6.4,2,NT-374
3068,12.98213,77.591788,cycle,375,8.2,0,TZ-512
3069,12.95587,77.580683,two_wheeler,30,7.0,1,CF-530
3070,12.960987,77.588497,cycle,22,11.0,1,HJ-976
3071,12.982639,77.614031,Scooter,462,6.1,0,
3072,12.966861,77.582518,cycle,112,4.1,3,WM-796
3073,12.979172,77.586256,Bicycle,3186,6.4,2,FQ-246
3074,12.976847,77.591269,bike,171,3.0,2,PN-441
3075,12.974363,77.593489,Bicycle,478,6.0,2,NB-489
3076,12.953186,77.590603,Scooter,1428,1.4,0,BY-658
3077,12.986779,77.586449,bicycle,493,8.9,3,MM-254
3078,12.968417,77.609258,cycle,643,1.3,0,ZU-735
3079,12.959521,77.588994,Scooter,1110,4.7,0,MS-321
3080,12.981689,77.581556,Bicycle,948,8.8,1,DP-301
3081,12.976409,77.594345,cycle,469,4.1,1,HE-990
3082,12.981348,77.583001,bike,18,8.0,3,GB-408
3083,12.952792,77.592502,4-wheeler,8,3.4,0,
3084,12.956058,77.579711,CAR,35,0.2,1,SA-807
3085,12.97804,77.584679,4-wheeler,468,4.7,0,QW-545
3086,12.959203,77.592937,Bike,2849,5.7,2,QL-523
3087,12.981554,77.592276,scooter,429,6.1,0,FD-915
3088,12.986675,77.613737,two_wheeler,9,3.3,3,NJ-595
3089,12.976699,77.609918,BIKE,44,6.9,0,KT-902
3090,12.968574,77.600469,Scooter,359,1.4,0,VV-331
3091,12.956874,77.602301,bike,156,8.0,0,PE-137
3092,12.966319,77.610431,cycle,43,3.1,0,QJ-928
3093,12.961153,77.575247,Bicycle,126,3.1,1,PX-354
3094,12.96343,77.589556,4-wheeler,211,9.3,0,VR-988
3095,12.963714,77.613073,Bike,57,3.3,1,XW-526
3096,12.988847,77.603936,cycle,31,9.8,0,XR-481
3097,12.985667,77.584551,BIKE,7,9.9,3,BY-420
3098,12.969556,77.598603,Bike,3518,3.5,3,KJ-884
3099,12.952908,77.584264,bike,11,11.0,3,FD-510
3100,12.977168,77.610791,two_wheeler,3584,1.1,2,GA-142
3101,12.97537,77.577161,e-scooter,176,10.6,2,XV-899
3102,12.988822,77.594318,e-scooter,355,10.0,2,TC-182
3103,12.989737,77.579365,4-wheeler,490,18.5,2,
3104,12.987924,77.582488,bicycle,847,8.2,2,AW-737
3105,12.951672,77.607519,cycle,3290,6.5,2,KK-303
3106,0.0,0.0,Bicycle,102,4.6,1,UH-507
3107,12.962096,77.590433,Car,45,3.0,0,
3108,12.969848,77.586067,4-wheeler,2840,10.7,2,BT-792
3109,12.983208,77.589139,Car,354,2.3,0,DC-678
3110,12.97091,77.588506,car,7,3.9,2,NM-277
3111,12.981737,77.614383,bicycle,207,7.5,1,JB-992
3112,12.975711,77.601816,,25,1.2,0,
3113,12.989518,77.613785,e-scooter,3132,1.6,2,BA-696
3114,12.973512,77.600918,Car,6,4.5,2,AL-278
3115,12.954574,77.614264,car,604,2.6,2,ET-974
3116,12.963637,77.614332,Scooter,3322,8.5,4,FG-873
3117,12.966562,77.58026,Bicycle,479,0.1,3,CD-289
3118,12.960692,77.585778,BIKE,111,6.8,0,WB-668
3119,12.97073,77.605811,car,355,1.6,3,
3120,12.973547,77.593021,CAR,24,3.3,1,WQ-502
3121,12.961109,77.592119,bike,47,1.0,0,ZC-689
3122,12.982116,77.591624,BIKE,3585,3.3,2,XC-129
3123,12.989848,77.61269,Bike,191,3.4,2,XL-562
3124,12.991484,77.58439,4-wheeler,4,2.0,1,PE-133
3125,12.988659,77.580983,Scooter,3249,9.2,5,VK-865
3126,12.958096,77.612004,Car,20,4.7,0,ES-409
3127,12.956311,77.597254,bicycle,29,2.1,2,TH-367
3128,12.980154,77.575129,Bicycle,748,10.4,1,XF-497
3129,12.967711,77.614237,scooter,6,4.3,0,LT-302
3130,12.965476,77.575623,two_wheeler,27,5.0,0,UC-757
3131,12.979747,77.585802,scooter,27,0.5,1,
3132,0.0,0.0,two_wheeler,70,5.5,3,DE-627
3133,12.974303,77.606129,Bicycle,8,7.9,0,BY-704
3134,12.960144,77.590768,cycle,45,6.6,1,EJ-853
3135,12.979274,77.607215,4-wheeler,82,9.8,0,NP-940
3136,12.986067,77.598437,two_wheeler,266,5.0,1,UU-615
3137,12.98902,77.583767,bicycle,195,0.1,0,JS-500
3138,12.972607,77.597278,4-wheeler,197,5.0,2,WD-971
3139,12.983795,77.602331,car,38,4.5,3,GX-671
3140,12.963639,77.576181,e-scooter,50,6.3,1,MX-651
3141,0.0,0.0,BIKE,825,6.7,0,QF-790
3142,12.957544,77.606258,BIKE,1680,4.3,3,DA-535
3143,12.968771,77.614185,Bicycle,224,10.9,1,JL-451
3144,12.979675,77.579944,Bicycle,15,6.2,1,XL-304
3145,12.964555,77.579199,e-scooter,2738,3.4,0,WE-554
3146,12.970002,77.608414,BIKE,2475,10.4,2,EM-704
3147,12.95717,77.588635,bicycle,3651,7.9,5,RR-352
3148,12.978438,77.606678,e-scooter,461,7.1,2,YW-690
3149,12.961766,77.582138,cycle,9,3.3,0,DZ-628
3150,12.953954,77.582179,Car,7,2.3,0,TM-595
3151,12.985383,77.584943,e-scooter,27,8.6,2,KK-287
3152,12.988107,77.588226,Bicycle,22,7.0,1,
3153,12.96438,77.614552,two_wheeler,373,1.6,4,QE-804
3154,12.990011,77.588637,,12,5.0,1,
3155,12.956333,77.598481,CAR,385,6.9,3,YZ-358
3156,0.0,0.0,4-wheeler,1672,10.0,2,JK-924
3157,12.98536,77.576938,cycle,181,10.6,0,AH-350
3158,0.0,0.0,two_wheeler,2018,6.2,1,PT-589
3159,12.962572,77.598521,Scooter,2438,0.3,0,LT-158
3160,12.952612,77.609196,Scooter,2886,10.0,2,BU-412
3161,12.960581,77.582382,bike,847,3.1,1,EJ-537
3162,12.952679,77.61262,Car,369,3.2,5,LD-894
3163,12.961243,77.606038,4-wheeler,877,3.2,3,FC-665
3164,12.985591,77.611867,BIKE,18,0.8,0,HX-160
3165,12.960152,77.612807,two_wheeler,493,7.7,0,NQ-393
3166,12.990114,77.602214,4-wheeler,46,0.7,0,BX-700
3167,12.953975,77.585097,Scooter,93,17.6,1,JQ-349
3168,12.954178,77.600404,Bicycle,2947,3.4,1,YE-714
3169,12.956431,77.57504,Bike,269,1.6,3,PF-221
3170,12.957777,77.580512,cycle,309,10.3,0,DE-158
3171,12.987048,77.609623,bicycle,22,10.7,1,ZQ-949
3172,12.969031,77.577116,scooter,134,5.7,2,
3173,12.986004,77.577796,two_wheeler,901,5.6,0,VH-333
3174,0.0,0.0,car,286,8.3,-1,EC-587
3175,12.965816,77.588902,CAR,2153,8.2,0,LC-215
3176,12.953735,77.613682,BIKE,17,2.5,0,MR-737
3177,12.986084,77.583994,cycle,774,3.6,3,QH-940
3178,12.967309,77.610906,e-scooter,19,6.6,0,SY-350
3179,12.981621,77.610054,Bicycle,438,4.9,1,
3180,12.96248,77.580886,Car,31,5.1,2,GE-903
3181,12.979373,77.61347,cycle,468,0.2,3,HB-188
3182,12.982081,77.605633,scooter,13,4.2,2,
3183,12.959681,77.611274,Scooter,295,3.4,0,ET-836
3184,12.977413,77.608668,car,162,5.7,4,QV-160
3185,12.970761,77.575758,bike,48,5.8,1,ZX-805
3186,12.9788,77.593973,two_wheeler,12,2.3,0,MP-191
3187,12.988378,77.581835,Bicycle,249,6.4,0,RX-619
3188,12.975247,77.581914,Bicycle,314,3.1,2,LU-996
3189,12.974367,77.581186,4-wheeler,2537,9.4,4,NT-374
3190,12.973001,77.574663,e-scooter,941,1.6,2,VV-760
3191,12.96176,77.604195,Scooter,19,2.0,1,
3192,12.954006,77.597977,car,2730,10.3,3,KH-725
3193,12.988447,77.5909,cycle,490,1.8,0,JZ-839
3194,12.978744,77.583139,scooter,38,2.2,0,KA-723
3195,12.989845,77.582293,e-scooter,388,10.8,1,AC-906
3196,12.972689,77.576156,BIKE,255,3.1,1,SJ-271
3197,12.970511,77.576879,BIKE,192,4.6,3,DA-122
3198,12.985221,77.575312,BIKE,39,5.5,0,ED-407
3199,12.986237,77.596625,e-scooter,25,0.8,2,AR-955
3200,12.965733,77.611329,Bicycle,22,10.9,1,UX-916
3201,12.970892,77.595371,bicycle,242,7.3,2,NE-619
3202,12.953136,77.582637,scooter,2567,2.1,1,AR-613
3203,12.991509,77.576612,two_wheeler,1069,0.6,0,LD-136
3204,12.980396,77.58818,car,12,6.9,2,QB-253
3205,12.971183,77.582141,Scooter,3316,11.0,0,
3206,12.961199,77.580763,cycle,44,1.5,0,JW-279
3207,12.989664,77.611522,bicycle,66,9.3,1,EQ-831
3208,12.973836,77.603569,car,1426,1.5,0,JT-471
3209,12.983634,77.593656,4-wheeler,1205,5.8,3,RK-978
3210,12.963896,77.603189,Scooter,1443,6.2,1,EY-202
3211,12.984019,77.579333,Bike,360,11.0,1,DN-987
3212,12.988478,77.602846,BIKE,5,4.4,2,DJ-575
3213,12.960753,77.597539,Scooter,18,11.0,2,
3214,12.959693,77.576845,Bicycle,349,4.4,2,LN-337
3215,12.955657,77.587906,CAR,468,0.3,1,GK-757
3216,12.987669,77.608526,BIKE,41,3.7,3,
3217,12.959222,77.595707,4-wheeler,2934,9.3,4,WL-455
3218,12.9547,77.608307,,484,6.5,3,ZM-142
3219,12.98014,77.589172,,1406,4.0,0,NY-945
3220,12.985352,77.582989,car,317,9.9,3,KS-821
3221,12.987711,77.59265,car,2985,1.6,3,MM-277
3222,12.958066,77.601736,scooter,2847,9.7,2,VU-682
3223,12.965779,77.609489,Bicycle,912,6.9,2,
3224,12.977438,77.584214,Bike,73,6.8,3,
3225,12.974549,77.592,scooter,685,2.0,1,FQ-162
3226,12.980285,77.600928,bike,110,0.1,4,KN-333
3227,12.953491,77.598175,4-wheeler,97,4.1,2,WN-894
3228,12.965641,77.589326,BIKE,208,8.2,2,AH-317
3229,12.974532,77.575498,cycle,6,8.6,4,
3230,12.982362,77.602784,bike,2234,5.6,2,WU-972
3231,12.971043,77.580275,two_wheeler,259,1.7,0,UV-418
3232,12.957806,77.580585,Car,25,9.8,1,LH-589
3233,12.967528,77.582566,Scooter,468,4.4,0,YH-432
3234,12.977829,77.587435,e-scooter,1901,2.6,1,XJ-245
3235,12.961912,77.596761,cycle,35,4.3,4,TD-928
3236,12.99083,77.578666,bicycle,47,5.0,1,BM-957
3237,12.988085,77.595584,bicycle,39,3.1,1,QC-280
3238,0.0,0.0,Bike,209,5.8,1,RT-616
3239,12.959289,77.588194,Bike,3984,2.2,2,PY-652
3240,12.990425,77.584212,Scooter,268,8.1,0,LE-510
3241,12.973786,77.610511,BIKE,8,8.8,4,LU-540
3242,12.972685,77.610938,,0,6.9,2,KP-314
3243,12.982543,77.60629,Bicycle,27,9.2,3,HK-973
3244,12.987475,77.607199,,146,7.4,4,LZ-464
3245,12.955171,77.581365,4-wheeler,211,10.9,0,ZW-411
3246,12.987087,77.591007,Car,1355,8.7,0,BB-740
3247,12.963471,77.576673,Bicycle,775,6.1,1,RR-858
3248,12.953543,77.583435,scooter,100,8.3,3,RN-769
3249,12.963882,77.60246,e-scooter,158,3.5,4,LF-648
3250,12.960657,77.58462,scooter,333,9.4,3,FC-357
3251,12.962953,77.586173,cycle,26,4.7,1,GX-982
3252,12.972828,77.576758,Scooter,14,2.3,2,
3253,12.980303,77.592983,bicycle,2654,3.6,1,RR-559
3254,12.991298,77.609858,Car,318,3.1,2,TW-400
3255,12.965028,77.58842,,363,4.7,2,JX-294
3256,12.96332,77.611736,BIKE,2440,5.3,3,MW-923
3257,12.969005,77.613257,,12,4.1,0,SV-577
3258,12.988195,77.602085,BIKE,8,4.2,3,MQ-835
3259,12.976439,77.595188,bicycle,300,5.8,0,LW-713
3260,12.959616,77.609794,scooter,256,10.3,1,
3261,12.984535,77.612611,e-scooter,3265,7.2,2,EW-228
3262,12.954045,77.590594,e-scooter,42,0.1,2,JJ-809
3263,12.980448,77.588407,bicycle,3574,7.0,0,QB-551
3264,12.969234,77.593781,CAR,438,8.0,1,AS-509
3265,12.97569,77.612251,bicycle,1232,6.4,0,RD-979
3266,12.953667,77.577451,CAR,421,10.3,2,ST-652
3267,12.955333,77.606673,,35,8.7,0,TA-155
3268,12.956213,77.609864,scooter,3823,0.5,2,AQ-113
3269,12.984286,77.594914,Scooter,36,0.4,1,KW-968
3270,12.959127,77.585686,Scooter,231,9.5,2,MD-819
3271,12.981322,77.586754,CAR,3767,9.2,1,TK-703
3272,12.983469,77.594357,Bike,2165,7.8,0,UW-569
3273,12.981628,77.603272,Bike,152,2.2,2,ZU-910
3274,12.987142,77.589164,two_wheeler,36,3.6,2,BM-907
3275,12.990806,77.58068,two_wheeler,48,4.3,1,KS-990
3276,12.974092,77.61295,cycle,358,6.6,0,HZ-194
3277,12.988564,77.592065,4-wheeler,0,5.0,0,JZ-180
3278,12.952187,77.591858,e-scooter,24,2.0,0,EX-897
3279,12.9644,77.613027,Car,1846,1.0,3,YV-781
3280,12.973351,77.608687,scooter,240,9.7,2,XB-300
3281,12.983396,77.599602,two_wheeler,335,2.1,0,AM-132
3282,12.959634,77.602235,cycle,48,8.1,3,AA-473
3283,12.959873,77.610756,car,8,10.0,1,ZY-355
3284,12.981939,77.586429,scooter,798,5.4,2,LW-606
3285,12.966025,77.610397,4-wheeler,28,9.6,4,TA-638
3286,12.975564,77.589035,bike,2202,8.2,2,WJ-915
3287,12.959332,77.611976,Scooter,133,4.4,1,XN-236
3288,12.984008,77.594367,cycle,49,2.2,1,MM-979
3289,12.954884,77.595428,,7,2.3,3,HC-219
3290,12.971727,77.596351,scooter,25,17.6,0,SK-713
3291,0.0,0.0,Bicycle,3684,8.8,3,XG-364
3292,12.970803,77.598309,e-scooter,2487,8.7,2,DX-136
3293,12.958224,77.579401,e-scooter,11,6.4,1,FF-189
3294,12.953257,77.575495,Car,384,8.3,1,XC-730
3295,12.964472,77.584228,e-scooter,41,4.3,3,CQ-538
3296,12.964782,77.612153,scooter,14,6.9,1,YU-396
3297,12.979433,77.581425,e-scooter,331,0.1,2,EV-541
3298,12.955659,77.597216,Car,3155,10.8,1,HD-995
3299,12.968939,77.588854,two_wheeler,194,8.8,0,BW-240
3300,12.979092,77.57866,scooter,127,6.3,2,MK-262
3301,12.989393,77.600182,Bike,43,8.1,5,YL-760
3302,0.0,0.0,two_wheeler,1908,5.9,3,PR-220
3303,12.963886,77.612306,Bike,3523,9.6,4,
3304,12.967174,77.580889,Bike,74,3.3,3,QA-221
3305,12.982738,77.578793,Bicycle,413,0.8,4,NG-760
3306,12.971228,77.57579,Scooter,14,4.3,0,TE-274
3307,12.977832,77.576802,scooter,427,1.8,2,LZ-828
3308,12.990678,77.587468,car,474,3.8,1,AZ-881
3309,12.961267,77.583654,scooter,238,3.7,0,HC-875
3310,12.975836,77.6028,e-scooter,16,1.8,1,MQ-668
3311,12.977129,77.60634,bicycle,144,0.8,0,ZN-337
3312,12.963649,77.588545,BIKE,690,3.7,1,EH-422
3313,12.960226,77.591256,Bike,1383,9.9,1,XL-928
3314,12.962126,77.591082,e-scooter,400,2.2,1,YH-369
3315,12.960445,77.583383,4-wheeler,201,4.7,2,AS-432
3316,12.98582,77.58093,two_wheeler,266,2.3,2,UR-659
3317,12.967878,77.608585,CAR,2638,5.6,1,MN-554
3318,12.953949,77.606805,bicycle,3535,1.7,0,DJ-915
3319,12.972243,77.605701,Scooter,1089,9.2,0,JY-633
3320,12.984619,77.604199,bicycle,10,3.9,0,EB-901
3321,12.960802,77.608548,two_wheeler,89,5.1,1,BJ-211
3322,12.982707,77.599866,BIKE,36,1.4,3,RU-310
3323,12.988438,77.584414,BIKE,450,6.6,1,CF-424
3324,12.983032,77.60539,bicycle,112,8.2,4,UT-946
3325,12.962716,77.613942,Car,391,10.7,0,
3326,12.978021,77.604604,Scooter,258,4.6,3,AN-851
3327,12.966353,77.606115,two_wheeler,473,2.5,0,RW-638
3328,12.977239,77.60635,car,1453,7.6,0,GA-421
3329,12.963188,77.601424,cycle,2056,2.0,0,WY-588
3330,12.97586,77.613562,car,30,5.6,4,UG-430
3331,12.955078,77.600245,bicycle,41,6.2,0,BS-576
3332,12.972809,77.603385,two_wheeler,44,7.2,5,JB-294
3333,12.975209,77.591936,bike,810,10.0,0,PT-140
3334,12.969656,77.606087,Bicycle,3310,10.7,1,EB-713
3335,12.989073,77.607003,Bicycle,44,7.8,1,CK-130
3336,12.991237,77.582799,cycle,362,3.9,0,DA-649
3337,12.956411,77.575125,4-wheeler,35,7.4,0,BC-994
3338,12.99015,77.575425,Scooter,75,7.9,0,ZV-199
3339,12.97754,77.597263,Car,974,5.4,3,WN-860
3340,12.955113,77.608256,bicycle,2190,10.4,0,BV-393
3341,12.967117,77.58629,car,229,7.5,0,RX-237
3342,12.98126,77.588284,4-wheeler,250,4.3,0,RR-163
3343,12.987664,77.583777,,14,6.6,3,KC-438
3344,12.971031,77.586179,e-scooter,41,5.6,3,NT-279
3345,12.952164,77.57663,e-scooter,7,10.8,1,SN-338
3346,12.960642,77.594083,scooter,22,6.8,1,EM-645
3347,12.968068,77.608395,car,2694,0.9,3,GQ-878
3348,12.984841,77.606999,e-scooter,3798,5.4,0,PK-180
3349,12.986237,77.59696,Bike,12,5.8,4,FC-777
3350,12.982662,77.583088,CAR,184,3.5,2,UW-754
3351,12.976873,77.611267,,207,3.7,2,CU-522
3352,12.963463,77.604649,scooter,34,9.8,4,BK-702
3353,12.957527,77.58717,cycle,1228,10.6,3,BA-168
3354,12.961399,77.579777,bike,700,2.8,0,AS-205
3355,12.983049,77.594884,Scooter,1,9.4,1,TU-283
3356,12.984571,77.583926,bicycle,2311,2.8,3,BR-433
3357,12.956527,77.61237,CAR,334,3.3,0,AU-472
3358,12.982696,77.585725,car,3210,9.7,3,TC-992
3359,12.957193,77.577806,Bicycle,24,0.8,2,EW-757
3360,12.955748,77.576947,Car,2284,2.2,3,AT-479
3361,12.978396,77.614471,Scooter,38,7.3,0,DE-789
3362,12.981581,77.590447,Scooter,348,2.7,1,AY-716
3363,12.980648,77.580342,Bike,216,1.0,0,YD-141
3364,12.971525,77.610512,car,55,1.8,0,TX-923
3365,12.966774,77.603637,4-wheeler,1226,2.5,5,EU-792
3366,12.960116,77.605924,bicycle,3807,6.6,3,
3367,12.979517,77.603799,two_wheeler,1661,6.7,0,ZQ-229
3368,12.987897,77.59104,bike,1991,5.1,1,
3369,0.0,0.0,Car,25,2.5,1,UV-655
3370,12.962229,77.606175,4-wheeler,449,5.9,0,PE-388
3371,12.973163,77.590302,scooter,2520,10.3,0,KA-426
3372,12.960325,77.60645,bicycle,351,5.5,4,JK-888
3373,12.973255,77.610336,4-wheeler,163,5.7,4,PD-393
3374,12.954875,77.578252,4-wheeler,3006,8.0,5,WV-820
3375,12.954656,77.594995,bicycle,1187,1.8,1,FX-392
3376,12.965703,77.600162,BIKE,1003,6.3,0,GE-956
3377,12.984731,77.596576,Scooter,3768,9.9,1,EM-773
3378,12.956653,77.590462,,290,8.9,3,XH-525
3379,12.983344,77.607675,car,22,1.5,2,CB-566
3380,12.976103,77.590941,cycle,27,9.2,0,GD-996
3381,12.974472,77.580328,car,20,3.7,1,
3382,12.968847,77.612768,4-wheeler,28,10.6,0,CQ-389
3383,12.981456,77.580737,e-scooter,13,3.8,0,
3384,12.952594,77.592161,bicycle,3084,4.3,0,
3385,12.988445,77.574718,Car,41,0.9,0,QR-140
3386,12.956383,77.586802,bike,2304,0.4,0,FT-471
3387,12.96968,77.575117,Bike,3750,9.8,0,QX-672
3388,12.987199,77.595723,e-scooter,68,3.6,4,VS-879
3389,12.976084,77.608293,car,2281,18.1,0,TA-564
3390,12.954392,77.584018,Car,325,2.4,3,AE-631
3391,12.952329,77.58452,4-wheeler,572,5.1,0,JM-821
3392,12.977527,77.57535,scooter,50,9.0,1,KG-229
3393,12.965621,77.580564,cycle,2957,10.4,1,HB-956
3394,12.953417,77.610226,Scooter,44,1.0,0,FJ-609
3395,12.98588,77.590788,Bike,3295,7.6,2,BE-429
3396,12.990374,77.580809,car,496,8.6,3,VB-254
3397,12.964366,77.611214,two_wheeler,50,7.2,2,UM-556
3398,12.960986,77.600803,Scooter,22,5.9,2,JF-454
3399,12.978858,77.608111,,28,8.8,2,NX-617
3400,12.988018,77.610914,bicycle,1162,10.9,4,
3401,12.977512,77.607277,bike,454,8.9,1,UT-510
3402,12.957542,77.597081,Bike,333,1.0,0,VW-927
3403,12.981632,77.585061,BIKE,355,2.7,0,FL-976
3404,12.972002,77.606824,Bicycle,240,1.2,0,UW-412
3405,12.965624,77.576158,scooter,485,4.6,1,SW-462
3406,12.982075,77.581422,cycle,388,4.3,0,VV-150
3407,12.951982,77.588667,Scooter,38,4.9,4,MH-235
3408,12.961603,77.603033,4-wheeler,340,2.8,0,VG-545
3409,12.985062,77.585268,cycle,354,6.0,2,RX-545
3410,12.954922,77.588354,bicycle,25,7.4,2,
3411,12.989089,77.602016,bike,3865,9.6,1,JV-285
3412,12.965656,77.590491,e-scooter,0,9.9,4,NV-432
3413,12.978674,77.586672,scooter,34,10.3,4,ME-305
3414,12.975384,77.607151,CAR,482,6.4,0,
3415,12.990586,77.576747,,14,2.0,0,DZ-499
3416,12.957286,77.58978,e-scooter,267,5.3,0,MF-140
3417,12.95334,77.587764,Scooter,27,5.6,0,RZ-982
3418,12.959609,77.613465,CAR,45,9.8,4,XL-481
3419,12.985818,77.602855,4-wheeler,14,0.8,1,GZ-885
3420,12.963125,77.577703,car,147,2.4,2,DV-691
3421,12.957345,77.595467,Bike,4,7.5,2,GC-384
3422,12.990625,77.608041,CAR,440,7.9,1,
3423,12.976336,77.587668,scooter,1060,2.2,1,PK-871
3424,12.956561,77.609717,car,2643,1.4,2,
3425,12.965742,77.580869,Scooter,132,8.9,1,DL-622
3426,12.963588,77.576376,two_wheeler,12,4.2,0,LV-640
3427,0.0,0.0,scooter,3989,5.3,1,YM-418
3428,12.972967,77.574806,e-scooter,304,10.5,1,MD-313
3429,12.972133,77.608269,BIKE,3274,10.5,0,HZ-994
3430,12.977375,77.611013,car,1244,4.6,1,CZ-636
3431,12.979376,77.582239,scooter,2785,18.1,0,EB-774
3432,12.971477,77.574639,bike,1249,9.8,0,TF-195
3433,12.966933,77.610505,cycle,666,9.9,2,HV-665
3434,12.965217,77.598254,two_wheeler,2217,1.2,2,DE-693
3435,12.985801,77.594969,scooter,1563,0.1,0,
3436,12.968573,77.576103,car,2660,4.5,3,HR-240
3437,12.959786,77.577664,cycle,3280,9.1,0,PA-976
3438,12.987648,77.605094,scooter,1978,9.1,2,VW-617
3439,12.971568,77.60192,Car,29,7.1,3,
3440,12.953729,77.587489,car,47,9.4,2,ZS-125
3441,12.979883,77.57477,e-scooter,6,7.7,0,
3442,12.964412,77.582968,,291,4.6,0,RZ-651
3443,12.982009,77.596474,car,3523,1.5,1,EM-652
3444,12.980705,77.603146,cycle,3943,8.3,1,GK-496
3445,12.982849,77.608509,Car,36,5.3,2,XF-862
3446,12.97854,77.591913,scooter,7,4.9,2,GQ-262
3447,12.971231,77.597955,,12,1.2,1,KQ-916
3448,12.960277,77.586965,car,2899,5.9,1,RJ-658
3449,12.969737,77.594113,e-scooter,12,5.2,2,
3450,12.958319,77.59123,scooter,40,8.8,0,FY-299
3451,12.96802,77.5754,car,44,7.1,0,ZY-834
3452,12.957392,77.611001,BIKE,682,9.0,1,ZT-917
3453,12.976351,77.610568,two_wheeler,1333,5.5,4,YX-916
3454,12.977655,77.582666,cycle,59,0.4,-1,FL-701
3455,12.976916,77.599178,Car,3293,7.7,1,BY-207
3456,12.986321,77.596332,,3111,4.0,2,
3457,12.979499,77.593918,cycle,140,7.5,1,ZQ-885
3458,12.967515,77.597019,bike,4,9.0,0,ZY-208
3459,12.988008,77.585058,Bicycle,1422,7.4,0,MS-804
3460,12.955964,77.581663,bike,49,5.2,3,UV-132
3461,12.980049,77.595198,Bicycle,23,6.2,2,UN-576
3462,12.979217,77.597738,Scooter,2861,9.9,0,WV-344
3463,12.961389,77.596934,Bike,1352,7.5,0,UB-720
3464,12.990975,77.577356,BIKE,2587,1.7,0,XZ-120
3465,12.967026,77.610835,Scooter,345,2.0,0,
3466,12.958308,77.607955,cycle,29,9.9,1,SK-563
3467,12.985342,77.579197,CAR,3990,8.9,0,KG-973
3468,12.966323,77.577822,BIKE,44,1.7,2,BM-162
3469,12.969542,77.576864,cycle,1507,6.2,0,TQ-892
3470,12.963686,77.608983,scooter,728,7.3,0,SW-871
3471,12.957833,77.579643,two_wheeler,132,10.7,2,DN-317
3472,12.966546,77.578874,Car,432,0.3,3,SR-481
3473,12.976643,77.585867,,47,0.1,3,JV-878
3474,12.973868,77.575425,BIKE,2810,4.5,0,SA-913
3475,12.976744,77.575881,bicycle,30,1.9,2,YA-546
3476,12.966966,77.5791,bike,380,4.6,2,MS-668
3477,12.986122,77.607104,bicycle,302,8.4,1,DN-944
3478,12.983186,77.604224,bicycle,1991,9.2,1,GD-486
3479,12.979234,77.596751,bike,34,15.1,2,SH-465
3480,12.955774,77.606452,bicycle,150,7.3,0,BU-929
